symbol,name,Standard_Sector,Sector_Chinese
CART,Maplebear Inc. - Common Stock,Consumer Discretionary,非必需消費
CARV,"Carver Bancorp, Inc. - Common Stock",Financials,金融
CASH,"Pathward Financial, Inc. - Common Stock",Financials,金融
CASK,"Heritage Distilling Holding Company, Inc. - Common Stock",Consumer Staples,必需消費
CASS,"Cass Information Systems, Inc - Common Stock",Industrials,工業
CASY,"Caseys General Stores, Inc. - Common Stock",Consumer Discretionary,非必需消費
CATY,Cathay General Bancorp - Common Stock,Financials,金融
CBAT,"CBAK Energy Technology, Inc. - Common Stock",Industrials,工業
CBFV,"CB Financial Services, Inc. - Common Stock",Financials,金融
CBLL,"CeriBell, Inc. - Common Stock",Health Care,醫療保健
CBNK,"Capital Bancorp, Inc. - Common Stock",Financials,金融
CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",Consumer Discretionary,非必需消費
CBSH,"Commerce Bancshares, Inc. - Common Stock",Financials,金融
CBUS,"Cibus, Inc. - Class A Common Stock",Health Care,醫療保健
CCAP,"Crescent Capital BDC, Inc. - Common Stock",Financials,金融
CCB,Coastal Financial Corporation - Common Stock,Financials,金融
CCBG,Capital City Bank Group - Common Stock,Financials,金融
CCCC,"C4 Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CCCS,CCC Intelligent Solutions Holdings Inc. - Common Stock,Information Technology,資訊科技
CCLD,"CareCloud, Inc. - Common Stock",Health Care,醫療保健
CCNE,CNB Financial Corporation - Common Stock,Financials,金融
CCOI,"Cogent Communications Holdings, Inc. - Common Stock",Communication Services,通訊服務
CCRN,"Cross Country Healthcare, Inc. - Common Stock",Health Care,醫療保健
CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",Information Technology,資訊科技
CDIO,Cardio Diagnostics Holdings Inc. - Common stock,Health Care,醫療保健
CDLX,"Cardlytics, Inc. - Common Stock",Communication Services,通訊服務
CDNA,"CareDx, Inc. - Common Stock",Health Care,醫療保健
CDNS,"Cadence Design Systems, Inc. - Common Stock",Information Technology,資訊科技
CDT,Conduit Pharmaceuticals Inc.  - Common Stock,Health Care,醫療保健
CDTX,"Cidara Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CDW,CDW Corporation - Common Stock,Information Technology,資訊科技
CDXS,"Codexis, Inc. - Common Stock",Health Care,醫療保健
CDZI,"Cadiz, Inc. - Common Stock",Utilities,公用事業
CEAD,CEA Industries Inc. - Common Stock,Industrials,工業
CECO,CECO Environmental Corp. - Common Stock,Industrials,工業
CEG,Constellation Energy Corporation - Common Stock,Utilities,公用事業
CELC,Celcuity Inc. - Common Stock,Health Care,醫療保健
CELH,"Celsius Holdings, Inc. - Common Stock",Consumer Staples,必需消費
CELU,Celularity Inc. - Class A Common Stock,Health Care,醫療保健
CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",Health Care,醫療保健
CENN,Cenntro Inc. - Common Stock,Consumer Discretionary,非必需消費
CENT,Central Garden & Pet Company - Common Stock,Consumer Staples,必需消費
CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,Consumer Staples,必需消費
CENX,Century Aluminum Company - Common Stock,Materials,原物料
CERO,"CERo Therapeutics Holdings, Inc. - Common Stock",Health Care,醫療保健
CERS,Cerus Corporation - Common Stock,Health Care,醫療保健
CERT,"Certara, Inc. - Common Stock",Health Care,醫療保健
CETX,Cemtrex Inc. - Common Stock,Information Technology,資訊科技
CETY,"Clean Energy Technologies, Inc. - Common Stock",Industrials,工業
CEVA,"CEVA, Inc. - Common Stock",Information Technology,資訊科技
CFBK,CF Bankshares Inc. - Common Stock,Financials,金融
CFFI,C&F Financial Corporation - Common Stock,Financials,金融
CFFN,"Capitol Federal Financial, Inc. - Common Stock",Financials,金融
CFLT,"Confluent, Inc. - Class A Common Stock",Information Technology,資訊科技
CFSB,"CFSB Bancorp, Inc. - Common Stock",Financials,金融
CG,The Carlyle Group Inc. - Common Stock,Financials,金融
CGEM,"Cullinan Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CGNX,Cognex Corporation - Common Stock,Information Technology,資訊科技
CGON,"CG Oncology, Inc. - Common stock",Health Care,醫療保健
CGTX,"Cognition Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",Real Estate,房地產
CHCO,City Holding Company - Common Stock,Financials,金融
CHDN,"Churchill Downs, Incorporated - Common Stock",Consumer Discretionary,非必需消費
CHEF,"The Chefs' Warehouse, Inc. - Common Stock",Consumer Staples,必需消費
CHMG,Chemung Financial Corp  - Common Stock,Financials,金融
CHRD,Chord Energy Corporation - Common Stock,Energy,能源
CHRS,"Coherus BioSciences, Inc. - Common Stock",Health Care,醫療保健
CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock",Industrials,工業
CHTR,"Charter Communications, Inc. - Class A Common Stock",Communication Services,通訊服務
CHX,ChampionX Corporation - Common Stock,Energy,能源
CIFR,Cipher Mining Inc. - Common Stock,Financials,金融
CIIT,"Tianci International, Inc. - Common Stock",Information Technology,資訊科技
CINF,Cincinnati Financial Corporation - Common Stock,Financials,金融
CING,Cingulate Inc. - Common Stock,Health Care,醫療保健
CISO,"CISO Global, Inc. - Common Stock",Information Technology,資訊科技
CISS,C3is Inc. - Common Stock,Industrials,工業
CIVB,"Civista Bancshares, Inc.  - Common Stock",Financials,金融
CJMB,Callan JMB Inc. - Common Stock,Industrials,工業
CKPT,"Checkpoint Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CLAR,Clarus Corporation - Common Stock,Consumer Discretionary,非必需消費
CLBK,"Columbia Financial, Inc. - Common Stock",Financials,金融
CLDX,"Celldex Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CLFD,"Clearfield, Inc. - Common Stock",Information Technology,資訊科技
CLIR,ClearSign Technologies Corporation - Common Stock,Industrials,工業
CLMB,"Climb Global Solutions, Inc. - Common Stock",Information Technology,資訊科技
CLMT,"Calumet, Inc - Common Stock",Materials,原物料
CLNE,Clean Energy Fuels Corp. - Common Stock,Energy,能源
CLNN,Clene Inc. - Common Stock,Consumer Staples,必需消費
CLOV,"Clover Health Investments, Corp.  - Class A Common stock",Health Care,醫療保健
CLPS,CLPS Incorporation - Common Stock,Information Technology,資訊科技
CLPT,ClearPoint Neuro Inc. - Common Stock,Health Care,醫療保健
CLRB,"Cellectar Biosciences, Inc. - Common Stock",Health Care,醫療保健
CLRO,"ClearOne, Inc. - Common Stock",Information Technology,資訊科技
CLSD,"Clearside Biomedical, Inc. - Common Stock",Health Care,醫療保健
CLSK,"CleanSpark, Inc. - Common Stock",Financials,金融
CLST,"Catalyst Bancorp, Inc. - common stock",Financials,金融
CLYM,"Climb Bio, Inc. - Common Stock",Health Care,醫療保健
CMCO,Columbus McKinnon Corporation - Common Stock,Industrials,工業
CMCSA,Comcast Corporation - Class A Common Stock,Communication Services,通訊服務
CMCT,Creative Media  - Common Stock,Real Estate,房地產
CME,CME Group Inc. - Class A Common Stock,Financials,金融
CMLS,Cumulus Media Inc. - Class A Common Stock,Communication Services,通訊服務
CMPO,"CompoSecure, Inc.  - Class A Common Stock",Industrials,工業
CMPX,"Compass Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CMTL,Comtech Telecommunications Corp. - Common Stock,Information Technology,資訊科技
CNDT,Conduent Incorporated - Common Stock,Information Technology,資訊科技
CNET,ZW Data Action Technologies Inc. - Common Stock,Communication Services,通訊服務
CNFR,"Conifer Holdings, Inc. - Common Stock",Financials,金融
CNOB,"ConnectOne Bancorp, Inc. - Common Stock",Financials,金融
CNSP,"CNS Pharmaceuticals, Inc. - Common Stock",Health Care,醫療保健
CNTM,"ConnectM Technology Solutions, Inc. - Common Stock",Information Technology,資訊科技
CNTX,Context Therapeutics Inc. - Common Stock,Health Care,醫療保健
CNTY,"Century Casinos, Inc. - Common Stock",Consumer Discretionary,非必需消費
CNVS,Cineverse Corp. - Class A Common Stock,Communication Services,通訊服務
CNXC,Concentrix Corporation - Common Stock,Information Technology,資訊科技
CNXN,"PC Connection, Inc. - Common Stock",Information Technology,資訊科技
COCH,"Envoy Medical, Inc. - Class A Common Stock",Health Care,醫療保健
COCO,"The Vita Coco Company, Inc. - Common Stock",Consumer Staples,必需消費
COCP,"Cocrystal Pharma, Inc. - Common Stock",Health Care,醫療保健
CODA,"Coda Octopus Group, Inc. - Common stock",Industrials,工業
CODX,"Co-Diagnostics, Inc. - Common Stock",Health Care,醫療保健
COEP,"Coeptis Therapeutics Holdings, Inc. - Common Stock",Health Care,醫療保健
COFS,"ChoiceOne Financial Services, Inc. - Common Stock",Financials,金融
COGT,"Cogent Biosciences, Inc. - Common Stock",Health Care,醫療保健
COHU,"Cohu, Inc. - Common Stock",Information Technology,資訊科技
COIN,"Coinbase Global, Inc. - Class A Common Stock",Financials,金融
COKE,"Coca-Cola Consolidated, Inc. - Common Stock",Consumer Staples,必需消費
COLB,"Columbia Banking System, Inc. - Common Stock",Financials,金融
COLL,"Collegium Pharmaceutical, Inc. - Common Stock",Health Care,醫療保健
COLM,Columbia Sportswear Company - Common Stock,Consumer Discretionary,非必需消費
COMM,"CommScope Holding Company, Inc. - Common Stock",Information Technology,資訊科技
COO,"The Cooper Companies, Inc.  - Common Stock",Health Care,醫療保健
COOP,Mr. Cooper Group Inc. - Common Stock,Financials,金融
CORT,Corcept Therapeutics Incorporated - Common Stock,Health Care,醫療保健
CORZ,"Core Scientific, Inc. - Common Stock",Information Technology,資訊科技
COSM,Cosmos Health Inc. - Common Stock,Health Care,醫療保健
COST,Costco Wholesale Corporation - Common Stock,Consumer Staples,必需消費
COYA,"Coya Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CPB,The Campbell's Company - Common Stock,Consumer Staples,必需消費
CPBI,"Central Plains Bancshares, Inc. - Common Stock",Financials,金融
CPHC,Canterbury Park Holding Corporation - Common Stock,Consumer Discretionary,非必需消費
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,Health Care,醫療保健
CPRT,"Copart, Inc. - Common Stock",Industrials,工業
CPRX,"Catalyst Pharmaceuticals, Inc. - Common Stock",Health Care,醫療保健
CPSH,CPS Technologies Corp. - Common Stock,Information Technology,資訊科技
CPSS,"Consumer Portfolio Services, Inc. - Common Stock",Financials,金融
CRAI,"CRA International,Inc. - Common Stock",Industrials,工業
CRBP,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",Health Care,醫療保健
CRBU,"Caribou Biosciences, Inc. - Common Stock",Health Care,醫療保健
CRCT,"Cricut, Inc. - Class A common stock",Information Technology,資訊科技
CRDF,"Cardiff Oncology, Inc. - Common Stock",Health Care,醫療保健
CREG,Smart Powerr Corp. - Common Stock,Utilities,公用事業
CRESY,"Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock",Industrials,工業
CREX,"Creative Realities, Inc. - Common Stock",Information Technology,資訊科技
CRGX,"CARGO Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CRIS,"Curis, Inc. - Common Stock",Health Care,醫療保健
CRMD,CorMedix Inc. - Common Stock,Health Care,醫療保健
CRMT,"America's Car-Mart, Inc. - Common Stock",Consumer Discretionary,非必需消費
CRNC,Cerence Inc. - Common Stock,Information Technology,資訊科技
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",Health Care,醫療保健
CROX,"Crocs, Inc. - Common Stock",Consumer Discretionary,非必需消費
CRSR,"Corsair Gaming, Inc. - Common Stock",Information Technology,資訊科技
CRUS,"Cirrus Logic, Inc. - Common Stock",Information Technology,資訊科技
CRVL,CorVel Corp. - Common Stock,Financials,金融
CRVO,CervoMed Inc. - Common Stock,Health Care,醫療保健
CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",Health Care,醫療保健
CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",Information Technology,資訊科技
CRWS,"Crown Crafts, Inc. - Common Stock",Consumer Discretionary,非必需消費
CRWV,"CoreWeave, Inc. - Class A Common Stock",Information Technology,資訊科技
CSAI,"Cloudastructure, Inc. - Class A Common Stock",Information Technology,資訊科技
CSBR,"Champions Oncology, Inc. - Common Stock",Health Care,醫療保健
CSCI,COSCIENS Biopharma Inc.  - Common Stock,Health Care,醫療保健
CSCO,"Cisco Systems, Inc. - Common Stock",Information Technology,資訊科技
CSGP,"CoStar Group, Inc. - Common Stock",Real Estate,房地產
CSGS,"CSG Systems International, Inc. - Common Stock",Information Technology,資訊科技
CSPI,CSP Inc. - Common Stock,Information Technology,資訊科技
CSTL,"Castle Biosciences, Inc. - Common stock",Health Care,醫療保健
CSWC,Capital Southwest Corporation - Common Stock,Financials,金融
CSWI,"CSW Industrials, Inc. - Common Stock",Industrials,工業
CSX,CSX Corporation - Common Stock,Industrials,工業
CTAS,Cintas Corporation - Common Stock,Industrials,工業
CTBI,"Community Trust Bancorp, Inc. - Common Stock",Financials,金融
CTKB,"Cytek Biosciences, Inc. - Common Stock",Health Care,醫療保健
CTLP,"Cantaloupe, Inc. - Common Stock",Information Technology,資訊科技
CTMX,"CytomX Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CTNM,"Contineum Therapeutics, Inc. - Common stock",Health Care,醫療保健
CTNT,Cheetah Net Supply Chain Service Inc. - Class A Common Stock,Industrials,工業
CTOR,"Citius Oncology, Inc.  - Common Stock",Health Care,醫療保健
CTRN,"Citi Trends, Inc. - Common Stock",Consumer Discretionary,非必需消費
CTSH,Cognizant Technology Solutions Corporation - Class A Common Stock,Information Technology,資訊科技
CTSO,Cytosorbents Corporation - Common Stock,Health Care,醫療保健
CTXR,"Citius Pharmaceuticals, Inc. - Common Stock",Health Care,醫療保健
CUE,"Cue Biopharma, Inc. - Common Stock",Health Care,醫療保健
CURI,CuriosityStream Inc.  - Class A Common Stock,Communication Services,通訊服務
CVBF,CVB Financial Corporation - Common Stock,Financials,金融
CVCO,"Cavco Industries, Inc. - Common Stock",Consumer Discretionary,非必需消費
CVGI,"Commercial Vehicle Group, Inc. - Common Stock",Consumer Discretionary,非必需消費
CVGW,"Calavo Growers, Inc. - Common Stock",Consumer Staples,必需消費
CVKD,"Cadrenal Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CVLT,"Commvault Systems, Inc. - Common Stock",Information Technology,資訊科技
CVRX,"CVRx, Inc. - Common Stock",Health Care,醫療保健
CVV,CVD Equipment Corporation - Common Stock,Industrials,工業
CWBC,Community West Bancshares - Common Stock,Financials,金融
CWD,CaliberCos Inc. - Class A Common Stock,Financials,金融
CWST,"Casella Waste Systems, Inc. - Class A Common Stock",Industrials,工業
CXAI,CXApp Inc. - Class A Common Stock,Information Technology,資訊科技
CXDO,"Crexendo, Inc. - Common Stock",Communication Services,通訊服務
CYCC,"Cyclacel Pharmaceuticals, Inc. - Common Stock",Health Care,醫療保健
CYCN,"Cyclerion Therapeutics, Inc. - Common Stock",Health Care,醫療保健
CYCU,"Cycurion, Inc. - Common Stock",Information Technology,資訊科技
CYN,Cyngn Inc. - Common stock,Information Technology,資訊科技
CYRX,"CryoPort, Inc. - Common Stock",Industrials,工業
CYTK,"Cytokinetics, Incorporated - Common Stock",Health Care,醫療保健
CZFS,"Citizens Financial Services, Inc. - Common Stock",Financials,金融
CZNC,Citizens & Northern Corp - Common Stock,Financials,金融
CZR,"Caesars Entertainment, Inc. - Common Stock",Consumer Discretionary,非必需消費
CZWI,"Citizens Community Bancorp, Inc. - Common Stock",Financials,金融
DAIO,Data I/O Corporation - Common Stock,Information Technology,資訊科技
DAKT,"Daktronics, Inc. - Common Stock",Information Technology,資訊科技
DALN,DallasNews Corporation - Series A Common Stock,Communication Services,通訊服務
DARE,"Dare Bioscience, Inc. - Common Stock",Health Care,醫療保健
DASH,"DoorDash, Inc. - Common Stock",Consumer Discretionary,非必需消費
DATS,"DatChat, Inc. - Common Stock",Information Technology,資訊科技
DAVE,Dave Inc.  - Class A Common Stock,Information Technology,資訊科技
